lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,previous_cancellations,reserved_room_type,booking_changes,adr,total_of_special_requests,is_canceled
1,3,13,22,0,3,2,0,0,BRA,0,1,0,112.0,0,N
48,5,19,6,1,2,3,0,0,GBR,0,4,0,159.3,0,N
32,4,16,13,0,3,3,0,0,FRA,0,4,0,140.7,0,Y
23,9,37,10,1,3,2,0,0,CN,0,1,0,65.55,1,N
6,8,34,21,2,3,2,0,0,ESP,0,1,0,96.4,0,N
118,7,29,11,2,5,3,0,0,ESP,0,1,1,133.46,1,N
93,7,30,24,4,10,2,0,0,ECU,0,4,0,112.5,1,Y
179,8,34,22,2,1,2,0,0,PRT,1,1,0,86.0,0,Y
67,3,13,26,0,1,2,0,0,PRT,0,1,1,89.24,1,N
83,4,17,23,2,3,2,0,0,BRA,0,1,1,12.0,2,N
54,6,25,17,1,2,3,0,0,PRT,0,4,0,159.3,2,N
152,5,19,2,1,3,2,0,0,PRT,0,1,0,76.58,1,Y
39,9,40,25,1,0,1,0,0,DEU,0,1,0,138.7,0,N
69,4,14,6,0,3,1,0,0,PRT,0,1,0,85.0,0,Y
1,2,7,13,0,1,1,0,0,ITA,0,1,0,79.0,0,N
135,12,49,5,2,1,2,0,0,ESP,0,1,0,62.0,0,N
49,3,13,24,1,3,2,0,0,NLD,0,1,1,62.8,0,N
69,6,25,12,2,4,1,0,0,PRT,0,1,0,120.0,0,Y
451,7,28,12,0,3,2,0,0,PRT,0,1,0,90.0,0,Y
4,3,12,14,1,2,1,0,0,RUS,0,1,0,80.08,1,N
407,5,18,6,2,1,2,0,0,PRT,0,1,0,90.0,0,Y
215,6,26,28,0,4,2,0,0,PRT,0,1,0,110.0,0,Y
423,6,24,14,0,3,2,0,0,GBR,0,1,0,112.67,1,N
2,3,11,9,0,4,2,0,0,ITA,0,1,0,105.0,1,N
123,6,24,17,2,1,2,0,0,CHN,0,1,0,105.3,1,N
146,6,23,4,2,1,2,1,0,DEU,0,1,0,162.0,2,N
121,6,26,24,1,2,2,0,0,PRT,0,1,0,90.0,0,Y
6,5,23,29,2,2,3,0,0,CN,0,4,0,135.58,3,N
126,4,16,14,0,3,2,0,0,PRT,0,1,0,65.0,0,Y
106,7,28,8,2,6,2,0,0,GBR,0,1,0,72.25,2,N
0,10,42,12,1,2,1,0,0,ISR,0,1,0,106.67,0,N
28,3,9,2,0,3,2,0,0,PRT,0,1,0,95.0,0,Y
33,1,4,22,2,3,1,0,0,DEU,0,1,0,74.38,0,N
116,7,30,18,2,5,2,0,0,ITA,0,4,0,121.37,0,Y
198,9,37,9,1,2,2,0,0,PRT,0,1,0,90.0,0,Y
13,5,20,15,1,2,1,0,0,FRA,0,5,0,125.0,0,N
180,5,19,2,1,1,2,0,0,ITA,0,1,0,100.0,1,N
178,9,37,9,0,2,1,0,0,PRT,0,1,0,135.0,0,Y
163,4,15,13,1,3,2,0,0,DEU,0,4,0,137.25,2,Y
98,11,48,23,1,4,2,0,0,MEX,0,1,3,75.0,0,N
79,10,41,10,1,1,2,0,0,ESP,0,1,0,62.0,0,N
21,6,25,18,2,2,2,0,0,ISR,0,5,0,190.0,0,N
58,8,35,24,0,4,2,0,0,PRT,0,1,0,85.0,1,N
153,7,31,27,0,4,2,0,0,DEU,0,1,0,91.38,1,N
104,4,15,5,0,2,2,0,0,PRT,0,1,0,96.0,0,Y
27,8,33,8,1,1,2,1,0,FRA,0,1,0,195.5,2,N
56,3,12,24,1,2,2,0,0,NLD,0,4,0,106.2,1,N
38,3,10,3,0,3,2,0,0,PRT,0,1,0,87.71,1,N
292,7,30,21,0,2,2,0,0,DEU,0,1,0,115.0,0,N
43,9,38,16,0,2,2,0,0,PRT,0,1,0,130.0,0,Y
27,9,38,18,2,2,2,0,0,PRT,0,1,0,120.9,0,Y
35,11,49,28,1,2,1,0,0,AUT,0,1,0,65.0,0,N
69,9,37,9,0,2,2,0,0,PRT,0,1,0,62.0,0,N
43,5,20,9,1,2,2,0,0,AUT,0,1,0,126.9,0,Y
10,2,8,21,0,2,2,0,0,NLD,0,1,0,70.0,2,N
332,9,39,22,1,3,2,0,0,PRT,0,1,1,77.23,0,N
212,10,42,9,2,2,3,0,0,BRA,0,4,0,103.84,1,N
184,8,35,27,2,2,2,0,0,NLD,0,1,0,90.95,1,N
138,8,34,22,2,1,2,0,0,ITA,0,1,0,94.5,0,N
4,8,34,20,0,1,2,0,0,PRT,0,1,0,121.6,0,Y
76,4,14,3,1,4,2,0,0,FRA,0,1,0,85.0,0,N
158,10,42,9,2,1,3,0,0,FRA,0,4,0,151.2,2,N
273,5,20,13,1,2,2,0,0,PRT,0,1,0,95.0,0,Y
66,6,23,4,1,1,3,0,0,FRA,0,4,0,154.8,0,Y
101,4,18,26,0,1,1,0,0,PRT,0,1,0,74.0,0,Y
165,8,33,13,2,5,3,0,0,FRA,0,1,0,137.34,0,Y
277,11,46,7,1,2,2,0,0,PRT,0,1,0,100.0,0,Y
239,8,35,27,2,3,2,0,0,DEU,0,1,0,96.25,0,N
266,9,37,9,0,2,2,0,0,PRT,0,1,0,105.0,0,Y
4,2,6,5,0,2,2,1,0,ESP,0,1,0,120.0,2,N
226,7,30,22,0,2,2,0,0,USA,0,1,0,76.5,1,N
82,5,19,2,1,1,1,0,0,ITA,0,1,1,80.0,1,N
307,8,34,20,0,2,2,0,0,PRT,1,1,0,62.8,0,Y
39,4,15,11,0,3,2,0,0,BEL,0,1,0,120.0,0,Y
125,7,31,29,0,1,2,1,0,FRA,0,1,0,130.5,1,N
25,1,2,9,1,1,2,0,0,PRT,0,1,2,70.0,0,N
294,4,17,26,2,6,2,0,0,DEU,0,1,0,109.8,2,Y
10,10,41,7,2,2,2,0,0,AGO,0,1,0,134.5,4,N
82,7,29,16,1,0,3,0,0,GRC,0,4,0,190.0,1,N
18,3,12,18,1,2,2,0,0,FRA,0,1,0,97.0,0,Y
98,5,20,14,2,2,2,0,0,AUT,0,1,0,139.5,4,N
14,9,38,11,2,0,2,0,0,PRT,0,1,0,118.0,1,N
55,11,48,24,2,3,2,0,0,BRA,0,1,1,68.07,1,N
2,2,7,17,0,2,1,0,0,PER,0,1,0,99.0,1,N
4,12,51,19,0,1,2,0,0,PRT,0,2,0,77.25,1,N
0,8,33,12,0,3,2,0,0,FRA,0,1,0,138.0,0,N
1,4,14,5,0,1,1,0,0,PRT,0,4,0,157.5,0,Y
334,1,1,2,1,4,3,0,0,RUS,0,4,0,107.95,3,N
279,7,30,23,0,2,2,0,0,PRT,1,1,0,62.0,0,Y
457,8,34,25,0,2,2,0,0,PRT,0,1,0,122.4,1,Y
150,7,29,10,2,5,3,0,0,NLD,0,1,0,96.9,2,N
61,2,10,29,1,2,1,0,0,DEU,0,1,0,78.9,1,Y
178,4,18,28,0,3,1,0,0,PRT,1,1,0,110.0,0,Y
10,8,35,24,0,1,2,0,0,GBR,0,1,0,140.0,3,Y
346,9,40,28,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
99,2,8,19,0,1,2,0,0,PRT,1,1,0,80.0,0,Y
301,8,33,14,0,2,2,0,0,PRT,1,1,0,101.5,0,Y
289,10,42,17,0,1,1,0,0,PRT,0,1,1,0.0,0,N
132,7,30,23,0,1,2,0,0,PRT,0,1,0,90.0,0,N
489,11,46,10,0,2,2,0,0,PRT,0,1,0,62.8,0,Y
50,10,43,24,0,1,2,0,0,PRT,0,1,0,146.0,0,Y
158,5,22,24,0,2,1,0,0,PRT,0,1,0,130.0,0,Y
295,6,25,22,0,2,2,0,0,BEL,0,Unknown,0,108.0,2,Y
150,8,33,14,1,2,2,0,0,FRA,0,Unknown,0,76.5,1,N
461,10,42,13,0,1,1,0,0,PRT,0,Unknown,0,59.0,0,Y
12,2,6,3,0,2,2,2,0,CHN,0,Unknown,0,171.0,0,Y
162,8,34,14,2,1,3,0,0,ITA,0,Unknown,0,146.7,0,Y
95,5,19,8,1,3,2,0,0,GBR,0,Unknown,0,108.0,0,Y
6,9,37,11,1,2,2,0,0,PRT,0,Unknown,0,127.0,0,Y
62,4,15,9,2,1,2,0,0,ITA,0,Unknown,0,118.8,0,N
12,6,27,29,0,2,1,0,0,USA,0,Unknown,0,151.0,2,N
61,3,11,10,0,3,2,0,0,GBR,0,Unknown,0,87.3,0,Y
464,10,44,28,0,2,2,0,0,PRT,0,1,2,65.0,0,Y
26,2,6,7,0,1,1,0,0,FRA,0,1,1,75.0,0,N
56,5,23,30,1,0,1,0,0,PRT,0,1,0,120.0,0,Y
27,3,11,15,0,1,1,0,0,PRT,0,4,0,89.97,0,Y
0,7,30,24,0,2,2,1,0,PRT,0,4,1,0.0,2,N
11,4,16,10,1,0,1,0,0,USA,0,4,0,90.0,1,N
5,10,42,12,1,1,2,0,0,PRT,0,1,0,138.0,0,N
56,12,50,7,0,3,2,0,0,ITA,0,2,1,82.44,1,N
72,10,41,7,0,2,2,0,0,TUN,0,1,1,85.5,0,Y
28,5,20,19,0,2,3,0,0,ITA,0,4,0,230.0,1,Y
346,9,38,13,0,2,2,0,0,DEU,0,1,0,115.0,1,N
301,7,31,30,1,1,2,0,0,DEU,0,1,0,115.0,1,N
34,6,25,12,2,1,0,2,0,USA,0,2,0,119.5,1,N
6,12,49,3,0,2,2,0,0,SGP,0,1,0,55.0,0,N
31,4,16,14,0,1,2,0,0,PHL,0,1,0,94.5,0,Y
270,7,29,17,1,3,2,0,0,FRA,0,1,0,89.1,0,Y
59,2,7,14,0,5,2,0,0,FRA,0,4,0,98.6,2,N
5,5,22,24,0,1,1,0,0,PRT,1,1,0,67.0,0,N
45,3,9,3,0,2,2,0,0,FRA,0,1,0,75.0,0,N
21,5,20,9,1,3,2,0,0,JPN,0,1,0,114.0,2,N
13,4,16,14,0,1,2,0,0,PRT,0,1,1,131.6,0,Y
64,7,31,25,1,3,2,0,0,FRA,0,1,0,94.5,1,N
83,4,15,3,2,1,2,2,0,GBR,0,6,0,159.3,2,N
189,3,11,14,0,5,2,0,0,DEU,0,1,0,68.07,1,N
3,6,26,20,1,1,1,0,0,PRT,0,1,0,67.0,1,N
19,3,12,18,0,2,2,1,0,ITA,0,1,0,174.5,0,Y
268,7,29,12,2,1,2,0,0,PRT,1,1,0,82.0,0,Y
286,5,20,11,0,4,3,0,0,AUT,0,1,1,143.5,1,N
72,3,11,17,0,1,2,2,0,USA,0,6,0,160.2,0,Y
80,4,16,10,2,1,1,0,0,PRT,0,1,0,100.0,0,Y
206,5,18,1,1,2,2,0,0,BEL,0,1,0,117.0,0,N
0,3,10,1,0,2,1,0,0,PRT,0,1,0,89.0,1,N
6,3,11,15,0,2,1,0,0,IRL,0,2,0,100.6,0,Y
138,7,28,11,3,6,1,0,0,PRT,0,1,0,68.0,1,Y
444,12,49,1,0,3,1,0,0,PRT,1,1,0,75.0,0,Y
29,11,45,6,1,2,2,0,0,CHE,0,1,0,96.3,2,N
43,12,50,4,2,1,2,0,0,FRA,0,4,0,110.2,1,N
0,8,33,10,1,1,2,1,0,MAR,0,1,0,110.0,0,N
2,9,38,17,2,3,2,0,0,PRT,0,5,0,181.79,0,Y
36,11,45,1,0,3,2,0,0,FRA,0,1,0,75.0,0,N
14,1,5,28,0,1,1,0,0,PRT,0,1,0,80.0,0,N
0,8,36,30,0,4,3,0,0,HRV,0,4,1,142.2,1,N
81,8,34,16,0,2,2,1,0,FRA,0,1,0,161.1,1,N
0,9,38,17,0,1,1,0,0,PRT,0,1,0,0.0,0,N
98,11,48,23,1,4,1,0,0,MEX,0,1,1,70.0,0,N
87,9,39,25,2,3,2,0,0,PRT,0,1,0,170.0,0,Y
68,4,16,21,0,2,2,0,0,AUT,0,1,0,126.0,3,N
61,7,30,29,2,1,3,0,0,CHN,0,5,0,197.4,0,Y
59,10,42,15,2,4,2,0,0,FIN,0,1,0,89.25,2,N
85,8,31,1,1,5,2,0,0,ESP,0,1,0,144.33,1,Y
271,9,39,21,0,3,1,0,0,BEL,0,1,1,85.67,0,N
7,2,7,10,1,4,3,0,0,FRA,0,4,2,127.0,1,Y
0,2,6,7,0,2,2,0,1,PRT,0,1,2,107.0,1,N
207,8,33,7,2,5,2,0,0,ITA,0,1,0,90.95,1,N
169,6,23,8,0,3,2,0,0,PRT,0,1,0,170.0,0,Y
17,2,9,23,0,4,2,2,0,GBR,0,6,0,171.0,0,N
157,8,34,19,2,3,2,2,0,POL,0,6,0,217.6,0,Y
74,9,38,18,0,2,2,0,0,PRT,0,1,0,101.5,0,Y
6,3,11,10,0,3,2,0,0,TUR,0,1,0,65.0,0,N
39,6,27,27,1,3,2,0,0,FRA,0,1,0,113.4,0,Y
4,8,34,20,0,1,2,0,0,PRT,0,1,0,121.6,0,Y
109,6,26,30,1,2,2,0,0,GBR,0,5,0,198.0,0,Y
139,12,49,3,0,1,2,0,0,PRT,0,1,0,72.25,1,Y
172,7,27,3,1,3,3,0,0,BRA,0,4,0,153.9,0,Y
19,4,16,18,0,3,1,0,0,NLD,0,1,0,79.8,1,N
62,4,17,22,0,1,2,0,0,DEU,0,4,0,91.48,1,N
46,3,12,20,1,2,3,0,0,FRA,0,4,0,142.2,0,Y
128,11,48,26,1,1,2,0,0,DEU,0,1,0,79.2,0,Y
71,4,18,24,2,1,2,0,0,PRT,0,1,0,88.5,0,N
32,6,23,7,1,4,1,0,0,CHE,0,1,0,137.6,2,N
6,8,34,14,2,2,2,0,0,PRT,0,4,0,170.0,2,N
29,10,41,5,1,4,2,0,0,POL,0,4,0,161.0,2,N
76,3,13,26,2,3,2,0,0,DEU,0,4,0,99.45,0,Y
66,4,16,15,2,3,2,0,0,CHE,0,4,0,108.8,0,N
219,6,23,9,1,2,2,0,0,PRT,0,1,0,105.0,0,Y
140,11,47,18,0,3,1,0,0,PRT,0,1,1,65.0,0,N
68,2,7,16,2,3,2,0,0,FRA,0,1,0,90.1,1,N
161,3,13,25,1,2,2,0,0,PRT,0,1,0,130.0,0,Y
291,8,34,19,0,2,2,0,0,PRT,0,1,0,115.0,0,Y
223,7,27,5,1,4,2,0,0,USA,0,1,0,89.1,0,Y
40,11,48,20,2,2,2,0,0,BRA,0,1,0,57.6,1,N
233,9,38,18,0,1,2,0,0,PRT,1,1,0,120.0,0,Y
252,5,18,4,1,3,3,0,0,IRL,0,4,0,145.8,1,Y
63,7,27,2,1,3,1,0,0,PRT,0,1,0,68.0,0,Y
169,6,23,8,0,3,2,0,0,PRT,0,1,0,170.0,0,Y
4,9,38,16,0,3,2,0,0,PRT,0,4,0,147.6,1,Y
82,5,22,31,0,3,2,0,0,NLD,0,4,2,198.0,2,N
2,8,32,3,1,0,2,0,0,PRT,0,2,0,12.0,1,Y
42,4,16,21,1,2,2,0,0,BRA,0,4,0,156.67,2,N
13,10,43,22,2,5,2,0,0,NLD,0,1,0,131.97,0,N
223,8,35,29,0,4,2,0,0,BEL,0,1,0,99.0,2,Y
34,1,3,18,0,1,1,0,0,ESP,0,1,0,75.0,0,N
8,3,14,30,0,1,2,1,0,DNK,0,1,0,128.0,2,N
45,12,49,2,0,2,3,0,0,PRT,0,4,0,127.2,0,Y
377,10,42,14,0,2,2,0,0,DEU,0,1,0,115.0,1,N
197,5,19,7,2,1,2,0,0,BEL,0,1,0,99.0,2,Y
73,7,31,29,1,2,3,1,0,FRA,0,5,0,173.7,0,N
175,5,20,19,0,1,1,0,0,PRT,0,1,0,90.0,0,Y
290,6,25,17,1,2,2,0,0,FRA,0,1,0,72.0,1,N
49,3,10,10,1,2,2,0,0,CZE,0,1,0,77.76,1,N
206,4,16,22,2,1,1,0,0,ROU,0,1,0,109.8,0,Y
346,9,38,13,0,2,1,0,0,PRT,0,1,1,90.0,0,N
71,6,25,14,0,3,1,0,0,PRT,0,1,0,120.0,0,Y
360,10,42,12,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
109,5,22,23,1,3,2,0,0,CHE,0,1,0,75.0,0,N
57,4,18,28,0,2,3,0,0,ITA,0,1,0,148.95,0,N
265,7,28,9,0,2,2,0,0,PRT,1,1,0,62.0,0,Y
167,5,20,14,2,1,2,0,0,FRA,0,1,0,126.0,1,Y
295,8,32,8,2,2,2,0,0,PRT,1,1,0,62.0,0,Y
105,5,20,19,0,2,1,0,0,PRT,0,1,0,160.0,0,Y
34,12,50,8,0,2,1,0,0,PRT,1,1,0,90.0,0,Y
258,10,41,2,2,5,2,0,0,CHE,0,1,0,90.1,0,Y
180,10,42,10,1,0,1,0,0,FRA,0,1,0,98.1,1,Y
36,11,46,8,0,2,2,0,0,FRA,0,1,0,142.45,1,N
80,9,38,12,1,2,3,0,0,FRA,0,4,0,168.3,0,Y
198,10,40,3,1,1,2,0,0,PRT,0,1,0,60.0,0,Y
70,8,31,4,0,1,2,2,0,NLD,0,6,1,249.0,1,N
6,7,28,12,0,1,2,0,0,PRT,0,1,0,75.0,0,N
129,8,34,17,0,1,3,0,0,ITA,0,4,0,146.7,3,N
241,3,10,9,0,3,1,0,0,DEU,0,1,0,84.6,0,Y
180,11,47,13,1,0,1,0,0,GBR,0,1,0,51.28,2,N
64,5,22,27,0,2,2,0,0,GBR,0,4,0,140.4,0,Y
6,11,48,23,0,2,1,0,0,PRT,0,1,0,65.0,1,N
6,10,43,19,1,3,2,0,0,PRT,1,1,1,114.0,0,Y
0,4,16,15,0,1,2,0,0,PRT,0,1,0,99.0,1,N
26,2,5,4,1,1,2,0,0,FRA,0,1,2,90.0,0,N
125,4,16,20,0,3,2,0,0,PRT,0,1,0,85.0,0,Y
154,7,29,17,1,3,2,0,0,FIN,0,4,0,116.1,0,Y
9,2,6,3,0,2,1,0,0,FRA,0,1,0,67.0,0,N
112,8,35,31,1,3,2,0,0,DEU,0,1,0,145.0,2,Y
444,12,49,1,0,3,1,0,0,PRT,1,1,0,75.0,0,Y
1,10,42,13,0,1,1,0,0,PRT,0,1,0,0.0,1,Y
30,8,32,8,0,2,2,0,0,FRA,0,1,0,180.0,2,Y
2,6,27,29,0,4,2,0,0,PRT,0,6,0,214.0,0,Y
11,3,11,12,2,2,2,0,0,FRA,0,1,0,93.93,1,N
169,6,23,8,0,3,2,0,0,PRT,0,1,0,170.0,0,Y
205,5,23,29,2,1,2,0,0,PRT,0,1,0,90.0,0,Y
104,4,18,28,2,3,2,0,0,DEU,0,1,0,96.55,1,N
127,7,27,8,2,3,3,0,0,GBR,0,1,1,122.08,1,N
313,8,35,26,0,2,2,0,0,PRT,1,1,0,62.0,0,Y
153,6,25,21,0,4,1,0,0,PRT,0,1,0,110.0,0,Y
15,2,7,17,0,2,2,0,0,PRT,0,1,0,95.0,0,Y
52,5,20,18,1,3,2,0,0,CHE,0,1,0,160.0,0,Y
14,7,29,17,1,2,1,0,0,IRL,0,1,1,75.0,2,N
322,12,50,9,0,2,2,0,0,PRT,0,1,0,52.0,0,Y
11,6,27,30,0,3,2,0,0,FRA,0,1,0,139.0,1,Y
54,5,18,3,0,1,2,0,0,PRT,0,1,0,126.0,0,Y
2,9,38,19,0,1,2,0,0,PRT,0,4,0,200.0,1,N
342,7,29,16,2,5,2,1,0,FRA,0,1,0,158.85,3,N
198,9,37,9,1,2,2,0,0,PRT,0,1,0,120.0,0,Y
168,6,25,18,2,2,2,0,0,FRA,0,4,2,130.5,3,N
133,4,16,19,0,4,2,0,0,ISL,0,1,0,124.0,0,N
72,11,46,12,1,1,2,0,0,ESP,0,1,0,95.4,0,Y
6,10,42,13,0,1,1,0,0,ESP,0,1,0,95.0,0,N
4,12,50,8,0,3,2,2,0,ESP,0,6,0,178.0,2,N
5,3,14,27,2,3,2,2,0,DEU,0,6,0,254.0,0,Y
6,2,5,4,0,1,2,0,0,PRT,0,1,1,97.0,1,N
137,1,5,27,0,2,1,0,0,PRT,1,1,0,70.0,0,Y
320,8,34,18,0,2,2,0,0,DEU,0,1,0,115.0,1,N
14,10,40,1,2,7,1,0,0,PRT,1,1,0,122.11,1,Y
0,8,34,20,0,1,2,0,0,STP,0,1,0,124.0,3,N
0,1,4,21,0,1,2,0,0,NLD,0,1,0,91.0,1,N
175,7,30,28,0,2,1,0,0,CHE,0,1,0,121.5,0,Y
188,6,23,2,0,3,2,0,0,ITA,0,1,0,80.75,0,N
69,3,11,17,1,2,2,0,0,GBR,0,1,0,79.2,0,N
35,8,33,7,2,2,2,0,0,NLD,0,1,1,154.1,2,N
89,8,34,15,1,1,3,0,0,NLD,0,4,0,150.3,1,N
28,1,1,5,1,3,2,1,0,HRV,0,1,0,107.1,2,N
213,6,24,7,0,3,2,0,0,PRT,0,1,0,130.0,0,Y
4,3,14,27,2,1,2,2,0,UKR,0,6,0,194.33,2,N
196,8,32,1,2,5,2,0,0,ITA,0,4,0,99.45,1,N
1,12,52,20,1,0,2,0,0,PRT,0,1,0,75.0,0,N
47,2,8,20,2,2,2,0,0,IRL,0,4,0,79.35,0,N
68,2,8,17,0,2,2,0,0,PRT,1,1,0,75.0,0,Y
42,10,41,2,2,1,2,0,0,GBR,0,1,0,97.02,1,N
3,3,10,7,6,15,1,0,0,PRT,0,7,0,231.81,0,Y
64,4,17,23,1,1,2,0,0,PRT,0,4,0,118.8,1,N
6,8,33,12,2,4,2,0,0,PRT,0,1,0,90.0,2,N
25,2,7,13,0,1,2,0,0,FRA,0,1,0,91.0,0,Y
2,5,20,8,2,4,1,0,0,AUT,0,1,0,119.67,0,N
275,4,17,17,2,0,2,0,0,PRT,0,1,0,110.0,0,Y
290,8,32,3,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
26,10,43,21,0,1,1,0,0,PRT,0,1,0,65.0,0,N
165,7,28,8,0,2,2,0,0,ESP,0,1,0,94.5,0,Y
165,7,28,12,0,1,2,0,0,FRA,0,1,0,89.1,1,N
84,5,22,22,2,3,2,0,0,ESP,0,1,0,135.31,1,Y
517,12,50,8,0,2,2,0,0,PRT,0,1,0,62.8,0,Y
49,9,39,19,1,3,2,0,0,ESP,0,4,0,192.6,1,Y
344,6,25,16,0,2,2,0,0,PRT,0,1,0,62.0,0,Y
423,7,29,22,1,1,1,0,0,DEU,0,1,1,95.5,0,N
386,10,44,23,2,0,2,0,0,DEU,0,1,0,115.0,1,N
53,11,47,18,0,4,1,0,0,PRT,1,1,1,65.0,0,Y
311,8,35,28,1,0,2,0,0,PRT,0,1,0,89.1,0,N
175,7,27,7,0,2,2,0,0,GBR,0,1,0,89.1,0,N
37,2,6,9,2,3,2,0,0,FRA,0,1,0,74.8,1,Y
35,9,38,14,2,5,2,0,0,PRT,0,1,1,67.49,0,N
0,9,37,9,0,3,2,0,0,USA,0,1,0,152.0,2,N
8,1,3,20,1,2,2,0,0,NOR,0,4,0,123.33,0,N
5,6,26,20,1,0,1,0,0,FRA,0,1,0,95.0,0,N
243,7,30,26,0,4,2,0,0,PRT,0,1,0,110.0,0,Y
144,3,9,4,1,1,2,2,0,BRA,0,6,0,174.0,0,Y
24,5,20,20,0,1,1,0,0,PRT,0,1,1,130.0,1,Y
342,9,39,24,2,4,2,0,0,PRT,1,1,0,170.0,0,Y
45,10,43,20,0,1,1,0,0,PRT,0,1,2,94.5,2,N
45,9,37,8,0,5,2,0,0,CHE,0,1,0,82.98,0,N
54,3,12,17,1,3,2,0,0,BRA,0,1,0,89.46,0,Y
175,5,20,19,0,1,1,0,0,PRT,0,1,0,90.0,0,Y
26,7,30,25,0,1,3,0,0,FRA,0,4,0,210.0,2,Y
45,2,6,6,2,2,1,0,0,CHE,0,1,0,46.9,1,N
114,2,7,15,0,4,2,0,0,ESP,0,1,0,78.0,0,N
168,10,41,4,0,4,2,0,0,PRT,0,1,0,96.8,0,Y
215,11,48,21,1,1,1,0,0,FIN,0,1,0,75.0,0,N
110,4,17,26,1,4,2,0,0,NOR,0,4,0,158.95,0,Y
286,5,20,11,0,4,2,0,0,PRT,0,1,0,101.0,0,Y
159,8,34,23,0,4,3,1,0,PRT,0,7,0,225.48,1,Y
59,9,37,5,1,3,2,0,0,PRT,0,4,0,123.98,1,N
48,11,47,13,2,0,2,0,0,FRA,0,1,0,75.0,0,N
81,5,18,2,0,2,2,0,0,DEU,0,1,0,117.0,1,N
270,4,17,20,0,4,1,0,0,ISL,0,1,1,70.0,0,N
79,8,36,28,2,3,2,2,0,ESP,0,5,0,236.0,2,N
19,10,41,6,0,3,2,0,0,PRT,1,1,0,90.0,0,Y
16,3,12,23,0,2,1,0,0,BEL,0,1,3,93.0,0,N
100,9,40,28,0,4,2,0,0,ITA,0,1,0,140.0,1,N
434,6,22,3,2,1,2,0,0,GBR,0,1,0,112.67,1,N
11,2,6,6,0,1,2,0,0,PRT,0,1,0,93.0,1,N
42,11,46,9,0,4,2,0,0,DEU,0,1,0,133.03,1,N
113,6,22,2,1,2,2,0,0,GBR,0,1,0,126.0,0,Y
50,10,43,24,1,1,2,0,0,PRT,0,1,0,75.0,0,Y
71,5,20,10,0,3,2,0,0,PRT,0,1,0,90.0,0,Y
88,4,18,26,0,4,2,0,0,DEU,0,1,0,98.18,0,Y
90,6,23,10,1,1,2,0,0,IRL,0,1,0,100.8,0,N
312,8,35,25,0,4,1,0,0,PRT,1,1,0,60.0,0,Y
14,10,42,13,2,5,2,0,0,POL,0,1,0,131.43,2,N
316,5,22,26,0,3,2,0,0,AUT,0,1,0,110.0,0,N
184,7,28,10,3,6,3,0,0,DEU,0,4,2,151.17,1,Y
36,4,17,24,1,3,2,2,0,CHE,0,6,0,224.0,0,Y
238,9,38,18,2,3,2,0,0,PRT,1,1,0,89.25,2,Y
2,4,17,17,2,2,2,0,0,DEU,0,1,0,72.75,0,N
39,3,10,4,0,2,1,0,0,JPN,0,1,0,76.5,0,Y
55,12,50,8,0,3,1,0,0,ESP,0,1,0,86.4,2,Y
79,7,28,9,2,3,3,0,0,PRT,0,4,0,143.1,0,N
94,4,16,12,0,2,2,0,0,USA,0,1,0,96.3,1,N
41,3,12,16,2,7,2,1,0,PRT,0,4,0,66.72,1,N
323,9,36,5,2,2,2,0,0,PRT,1,1,0,62.0,0,Y
115,7,27,6,2,3,2,0,0,GBR,0,4,0,135.0,1,N
126,5,21,27,2,5,2,0,0,FRA,0,4,0,123.81,1,Y
64,8,35,27,2,1,2,0,0,GBR,0,4,0,143.4,1,Y
451,5,21,16,1,2,2,0,0,PRT,0,1,0,60.0,0,Y
180,4,16,13,0,1,2,0,0,PRT,1,1,0,125.0,0,Y
277,9,37,5,2,5,2,0,0,NOR,0,1,0,89.14,1,N
9,1,6,31,2,0,1,0,0,PRT,0,1,1,66.0,0,N
31,11,47,13,2,2,2,0,0,GBR,0,1,0,88.4,1,N
0,3,13,20,1,0,2,0,0,PRT,0,1,0,129.0,0,N
0,1,4,19,0,1,1,0,0,CHN,0,1,0,85.0,0,N
377,10,42,14,0,2,2,0,0,DEU,0,1,0,115.0,1,N
311,8,35,24,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
139,5,21,24,0,3,2,0,0,BEL,0,4,0,139.5,1,N
7,10,44,29,0,1,1,0,0,PRT,0,1,0,65.0,0,N
7,5,18,1,1,3,1,0,0,CHE,0,5,0,210.0,0,N
52,4,15,12,0,1,3,0,0,DEU,0,4,0,171.0,0,N
44,2,8,17,0,3,2,0,0,PRT,0,1,0,75.0,0,Y
129,1,2,8,2,1,1,0,0,PRT,0,4,0,67.0,0,Y
37,5,21,21,0,1,2,0,0,CHE,0,4,0,108.11,1,N
304,8,34,17,1,1,2,0,0,PRT,1,1,0,62.0,0,Y
84,5,20,13,2,2,2,2,0,CHE,0,6,0,187.85,1,N
98,5,21,17,0,2,3,0,0,ISR,0,4,2,168.3,0,Y
16,7,27,2,2,0,2,1,0,ESP,0,1,0,180.0,0,N
71,6,24,9,0,1,2,0,0,JPN,0,1,0,126.9,0,Y
