booking_id,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,total_guests,country,previous_cancellations,reserved_room_type,booking_changes,company,adr,total_of_special_requests,is_canceled
67697,407,5,18,6,2,1,2,0,0,2,PRT,0,1,0,,90,0,Y
88209,99,4,18,27,2,4,2,0,0,2,USA,0,4,0,,107.95,1,N
70264,0,6,24,13,0,1,1,0,0,1,PRT,0,1,0,,80,0,Y
55605,233,8,34,17,0,4,2,0,0,2,ITA,0,2,1,,81.81,1,Y
98223,21,9,39,24,1,1,2,0,0,2,PRT,0,1,0,,163,2,N
70741,153,6,25,21,0,4,1,0,0,1,PRT,0,1,0,348,110,0,Y
74102,328,9,37,10,0,2,2,0,0,2,PRT,1,1,0,,62,0,Y
101220,82,11,45,4,2,3,2,0,0,2,PRT,0,1,0,,122.76,2,N
101069,8,11,45,5,0,1,2,0,0,2,CHN,0,1,0,,130,0,N
66508,57,4,16,21,0,2,2,0,0,2,CHE,0,6,0,,225,0,Y
47513,38,2,9,25,0,1,1,0,0,1,PRT,0,1,1,179,79,0,Y
48985,101,4,15,4,1,2,2,0,0,2,PRT,0,1,0,,80,0,Y
94644,181,8,32,3,1,4,2,0,0,2,FRA,0,1,0,,108.45,1,N
42388,32,9,36,5,2,1,2,0,0,2,PRT,0,1,0,,94.5,3,N
46079,106,12,50,9,0,2,2,0,0,2,PRT,0,1,0,,75,0,Y
59921,304,11,45,3,0,3,2,0,0,2,PRT,0,1,0,,89,0,Y
74503,325,9,37,7,1,1,2,0,0,2,PRT,1,1,0,,62,0,Y
87055,80,4,16,11,1,2,2,0,0,2,DEU,0,1,0,,80.75,0,N
113962,146,6,24,11,2,2,2,0,0,2,GBR,0,1,0,,85,1,N
108823,15,3,13,31,0,2,1,0,0,1,ECU,0,1,0,,111,0,N
73383,202,8,33,19,2,5,1,0,0,1,PRT,0,1,0,,106.59,1,Y
109920,253,4,16,16,2,1,2,0,0,2,ITA,0,1,0,,109.8,1,N
105905,39,2,7,12,2,3,2,2,0,4,FRA,0,6,0,,145.52,1,N
85896,34,3,13,20,2,2,2,0,0,2,GBR,0,4,0,,73.8,0,N
59867,304,11,45,3,0,3,2,0,0,2,PRT,0,1,0,,89,0,Y
88707,1,5,20,10,0,1,2,0,0,2,FRA,0,1,0,47,83,0,N
103604,107,12,52,21,2,5,2,0,0,2,NLD,0,1,4,,76.69,1,N
84878,0,3,10,4,0,1,2,0,0,2,PRT,0,1,0,,89,0,N
64257,98,3,9,3,0,2,2,0,0,2,FRA,0,1,0,,97.2,0,Y
111831,8,5,20,16,0,1,1,0,0,1,PRT,0,1,0,,150,0,N
55055,45,8,32,4,0,1,2,1,0,3,NLD,0,1,0,,152.1,0,Y
105257,14,2,5,3,0,1,2,0,0,2,PRT,0,1,0,,84,1,N
61225,3,12,50,5,1,0,1,0,0,1,PRT,0,4,0,,137,0,Y
115244,42,7,27,3,1,0,2,1,0,3,USA,0,1,0,,149,1,N
89810,4,5,22,24,0,2,1,0,0,1,JPN,0,5,1,,160,0,N
45512,100,10,44,31,1,1,2,0,0,2,PRT,0,1,0,,62,0,Y
73215,116,8,33,16,2,4,2,0,0,2,FRA,0,1,0,,125,1,Y
41606,4,8,34,19,0,2,2,0,0,2,GBR,0,1,0,,106,2,N
118528,172,8,33,18,1,2,2,0,0,2,FRA,0,1,0,,118.2,1,N
41938,0,8,35,27,0,1,2,0,0,2,PRT,0,1,0,,122,2,N
67957,316,5,19,10,0,2,2,0,0,2,PRT,0,1,0,,109.8,1,Y
84879,2,3,10,4,0,1,2,0,0,2,BRA,0,1,0,,101,0,N
42739,69,9,37,9,0,2,2,0,0,2,PRT,0,1,0,,62,0,N
86450,94,3,14,28,1,5,2,0,0,2,DEU,0,1,1,,110.75,1,N
100102,29,10,43,18,0,5,2,0,0,2,DEU,0,1,0,,119,2,N
68544,175,5,20,19,0,1,1,0,0,1,PRT,0,1,0,,90,0,Y
46460,150,1,1,2,2,1,2,0,0,2,PRT,0,1,0,,101,0,Y
85103,35,3,11,6,2,2,2,0,0,2,FRA,0,1,0,,65.06,1,N
89236,64,5,21,17,0,2,1,0,0,1,CHE,0,1,0,218,130,0,N
74709,0,1,2,5,0,3,1,0,0,1,PRT,0,4,0,45,0,2,N
66996,284,4,17,27,0,3,2,0,0,2,SWE,0,1,0,,104.4,0,Y
106497,10,2,8,21,0,5,2,0,0,2,ITA,0,4,0,,102,0,N
73054,63,8,33,13,2,1,2,0,0,2,GBR,0,1,0,,140,1,Y
117624,57,8,32,6,1,0,2,1,0,3,USA,0,1,1,,165,0,N
101427,92,11,46,11,0,1,2,0,0,2,THA,0,1,0,,90,0,N
44315,89,10,40,3,2,2,2,0,0,2,PRT,0,1,0,,62,0,Y
61953,538,12,53,29,0,2,2,0,0,2,PRT,0,1,0,,62.8,0,Y
66811,156,4,17,26,0,3,2,0,0,2,PRT,0,1,0,,100,0,Y
54107,70,7,28,7,0,1,2,0,0,2,IDN,0,1,0,,107.1,0,Y
72184,240,7,30,23,2,1,2,0,0,2,PRT,0,1,0,,110,0,Y
105607,31,2,6,10,0,2,2,0,0,2,GBR,0,1,0,,88,2,N
113956,18,6,24,11,2,2,2,0,0,2,NLD,0,4,0,,139,1,N
107917,130,3,11,17,1,2,2,2,0,4,ITA,0,6,0,,156.6,1,N
79097,31,10,43,18,2,2,2,0,0,2,IRL,0,1,0,,85.5,2,N
71895,325,7,28,15,1,1,2,0,0,2,BRA,0,1,0,,103.5,2,Y
108067,151,3,12,20,1,1,2,0,0,2,PRT,0,1,0,,95,1,N
47646,1,2,10,28,2,1,1,0,0,1,PRT,0,1,0,,60,0,Y
84729,3,9,39,19,1,0,1,0,0,1,PRT,0,1,0,40,65,0,N
110888,182,4,18,30,2,1,2,0,0,2,GBR,0,1,0,,90.09,1,N
65935,48,4,15,10,1,3,2,0,0,2,DEU,0,1,0,,108,0,Y
115226,165,6,26,30,1,2,2,0,0,2,GBR,0,1,0,,110.4,1,N
108703,0,3,13,29,0,2,2,0,0,2,NLD,0,1,0,,98,1,N
69452,409,5,22,31,0,3,2,0,0,2,PRT,0,1,0,,90,0,Y
53653,145,6,27,26,2,4,2,0,0,2,ITA,0,1,0,,90.95,2,Y
83353,1,1,5,27,0,2,1,0,0,1,DEU,0,1,1,,71.7,0,N
70969,145,6,26,26,1,2,3,0,0,3,BRA,0,5,0,,189,0,Y
111390,80,5,19,8,1,1,2,0,0,2,MOZ,0,1,0,,126,0,N
67131,140,4,17,28,2,2,2,0,0,2,PRT,0,1,0,,130,0,Y
59889,304,11,45,3,0,3,2,0,0,2,PRT,0,1,0,,89,0,Y
79986,9,11,45,4,1,4,2,0,0,2,AUT,0,1,0,,95,0,N
118665,96,8,34,20,2,2,2,0,0,2,DEU,0,1,0,,80.1,1,N
91186,256,6,25,15,0,2,2,0,0,2,DEU,0,1,0,,124,1,N
50795,110,5,20,8,2,1,2,0,0,2,BEL,0,1,0,,94.5,0,Y
87832,101,4,18,26,0,1,1,0,0,1,PRT,0,1,0,,0,0,N
90838,123,6,24,7,1,5,2,0,0,2,FRA,0,1,0,,119.85,1,N
80790,6,11,48,22,2,0,1,0,0,1,FRA,0,1,0,,81,0,N
111564,123,5,19,8,1,4,2,0,0,2,NOR,0,1,3,,111.6,1,N
112924,5,5,22,29,1,0,1,0,0,1,PRT,0,1,0,45,0,0,N
75675,295,8,32,8,2,2,2,0,0,2,PRT,1,1,0,,62,0,Y
52429,247,6,24,6,1,1,2,0,0,2,PRT,0,1,0,,109,0,Y
48401,251,3,13,22,0,3,2,0,0,2,PRT,0,1,0,,125,0,Y
42984,65,9,37,12,2,1,2,0,0,2,PRT,0,1,0,,86,0,Y
104457,8,1,2,11,0,3,2,0,0,2,ESP,0,1,0,,87.69,2,N
47388,4,2,8,19,0,1,2,0,0,2,PRT,0,1,0,67,80,0,Y
80464,34,12,50,8,0,2,1,0,0,1,PRT,1,1,0,,90,0,Y
79421,137,1,5,27,0,2,1,0,0,1,PRT,1,1,0,,70,0,Y
76328,271,7,29,15,0,2,2,0,0,2,PRT,0,1,0,,62,0,N
115383,16,7,27,5,0,1,3,1,0,4,USA,0,7,0,,237.48,1,N
116494,476,7,28,15,2,4,2,0,0,2,USA,0,1,2,,101.33,1,N
102099,215,11,48,21,1,1,1,0,0,1,ITA,0,1,3,233,75,1,N
118790,48,8,34,22,0,3,1,0,0,1,ITA,0,1,0,,116.99,0,N
83509,9,2,6,5,0,1,1,0,0,1,PRT,0,1,0,,80,0,N
53970,85,7,28,3,2,3,1,0,0,1,BEL,0,1,0,,108.9,0,Y
56410,4,9,37,5,1,1,2,0,0,2,KOR,0,1,0,,149,0,Y
43194,76,9,38,16,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
113374,283,6,22,2,2,2,2,0,0,2,DEU,0,1,0,,84.15,3,N
67500,148,5,18,4,0,2,2,0,0,2,PRT,0,1,0,,95,0,Y
113972,50,6,24,11,2,2,1,0,0,1,GBR,0,1,0,,126,0,N
111760,10,5,19,13,1,1,2,0,0,2,CHE,0,1,0,,150,2,N
53754,41,6,27,28,2,6,2,1,0,3,POL,0,5,0,,150.3,0,Y
113823,91,6,23,10,1,1,2,0,0,2,FRA,0,1,0,,133,0,N
47247,68,2,7,13,1,1,2,0,0,2,FRA,0,1,0,,78.3,1,N
66496,173,4,16,21,0,2,2,0,0,2,GBR,0,1,0,,117,2,Y
65189,39,3,13,27,1,1,1,0,0,1,MYS,0,1,0,,98,0,Y
75727,302,8,33,15,2,2,2,0,0,2,PRT,1,1,0,,62,0,Y
56641,198,9,37,9,1,2,2,0,0,2,PRT,0,1,0,,120,0,Y
99447,180,10,42,10,1,2,1,0,0,1,GUY,0,1,1,,120,0,N
65895,76,4,15,9,2,3,2,0,0,2,NOR,0,1,0,,100.8,0,Y
55669,52,8,34,18,1,3,2,1,0,3,ISR,0,1,0,,152.1,3,Y
56950,64,9,38,16,0,1,2,0,0,2,RUS,0,4,0,,149.4,0,Y
66838,88,4,17,26,0,3,2,0,0,2,PRT,0,1,0,,140,0,Y
70610,210,6,25,19,1,3,2,0,0,2,PRT,0,1,0,,130,0,Y
63290,322,2,6,5,2,3,2,1,0,3,FRA,0,1,2,,92.65,0,Y
94023,105,7,31,24,2,4,2,1,0,3,ITA,0,1,1,,15,2,N
41507,2,8,34,17,1,3,2,0,0,2,CHN,0,1,0,,122,2,N
78246,8,10,41,10,2,1,2,0,0,2,PRT,1,1,0,,62,0,Y
46787,151,1,4,19,0,3,1,0,0,1,SRB,0,1,3,,71,0,N
75224,294,8,32,7,0,2,2,0,0,2,PRT,1,1,0,,62,0,Y
67454,83,5,18,3,0,4,2,0,0,2,USA,0,4,0,,135,0,Y
92222,44,7,27,1,0,1,2,2,0,4,PRT,0,5,0,,156.95,2,N
41121,41,8,33,12,0,2,2,0,0,2,PRT,0,1,0,,62,0,N
91550,18,6,26,21,0,2,2,0,0,2,PRT,0,1,1,,100,0,N
79789,14,11,45,4,0,1,1,0,0,1,PRT,0,1,0,,70,0,N
44213,164,10,40,2,0,2,1,0,0,1,PRT,0,1,0,,100,0,N
92285,31,6,27,30,1,3,2,0,0,2,FRA,0,4,0,,156.15,1,N
41995,145,8,35,29,2,1,2,0,0,2,ITA,0,1,0,,94.5,0,N
59160,240,10,43,21,1,2,2,0,0,2,PRT,0,1,0,,110,0,Y
57231,440,9,39,22,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
84926,3,3,10,4,0,2,1,0,0,1,CHE,0,1,0,,107,0,N
71730,450,7,28,11,0,1,2,0,0,2,PRT,0,1,0,,90,0,Y
96546,66,9,36,1,0,3,2,0,0,2,ESP,0,1,0,,141.9,1,N
67759,120,5,18,6,2,2,2,0,0,2,DEU,0,1,0,,108,1,Y
92790,154,7,28,7,2,3,2,0,0,2,FRA,0,4,0,,120.7,1,N
96814,39,9,37,8,0,1,2,0,0,2,DEU,0,1,0,,125.1,1,N
56654,178,9,37,9,0,2,1,0,0,1,PRT,0,1,0,,135,0,Y
56621,84,9,37,9,0,2,3,0,0,3,ESP,0,4,0,,177.3,2,Y
72191,240,7,30,23,2,1,2,0,0,2,PRT,0,1,0,,110,0,Y
68041,183,5,19,11,1,3,2,0,0,2,PRT,0,1,0,,130,0,Y
61411,322,12,50,9,0,2,2,0,0,2,PRT,0,1,0,,52,0,Y
42112,0,8,36,31,1,2,1,0,0,1,ESP,0,1,1,62,95.5,0,N
103906,6,12,53,30,1,2,2,0,0,2,ITA,0,1,0,,126,0,N
106133,53,2,7,17,2,3,2,0,0,2,AUS,0,1,0,,74.8,0,N
78476,20,10,41,4,2,4,2,0,0,2,FRA,0,1,0,,107,0,N
92511,81,7,28,3,2,3,1,0,0,1,CHN,0,1,0,,108.9,1,N
108359,104,3,12,19,2,5,2,0,0,2,FRA,0,1,0,,75,1,N
105718,0,2,7,14,0,1,2,0,0,2,PRT,0,1,0,,99,0,N
106544,0,2,8,25,0,1,1,0,0,1,CHN,0,1,1,,88.2,0,N
70501,204,6,24,17,2,3,1,0,0,1,PRT,0,1,0,,120,0,Y
117957,48,8,32,9,0,3,2,0,0,2,FRA,0,1,0,,140,2,N
62795,8,1,4,22,2,3,2,0,0,2,ITA,0,4,2,,102,0,Y
48137,54,3,12,17,1,3,2,0,0,2,BRA,0,1,0,,89.46,0,Y
42897,168,9,37,11,0,2,2,0,0,2,PRT,0,1,0,,60,0,N
59161,240,10,43,21,1,2,2,0,0,2,PRT,0,1,0,,110,0,Y
66036,151,4,15,13,0,3,2,0,0,2,PRT,0,1,0,,126,1,Y
79439,137,1,5,27,0,2,1,0,0,1,PRT,1,1,0,,70,0,Y
115385,405,7,27,4,0,2,1,0,0,1,PRT,0,1,1,,91.5,0,N
70499,150,6,24,17,2,3,1,0,0,1,PRT,0,1,0,,120,0,Y
51634,65,5,22,23,1,1,1,0,0,1,PRT,0,1,2,,85,0,Y
60925,44,11,48,25,2,4,2,0,0,2,DEU,0,1,0,,74.8,0,Y
62942,61,1,4,25,0,2,2,0,0,2,PRT,0,1,0,,80,0,Y
91284,87,6,25,12,2,5,2,0,0,2,ITA,0,1,0,,134.42,1,N
62287,30,1,1,7,8,21,2,0,0,2,AGO,0,4,0,,98.6,0,Y
58105,454,10,41,6,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
74034,300,8,33,13,0,2,2,0,0,2,PRT,1,1,0,,62,0,Y
111951,58,5,20,15,1,2,2,0,0,2,DEU,0,1,0,,129.6,1,N
91742,265,6,26,24,0,2,2,0,0,2,DEU,0,1,0,,115,1,N
56862,433,9,38,15,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
52891,71,6,25,14,0,3,1,0,0,1,PRT,0,1,0,,120,0,Y
109722,64,4,15,13,0,3,2,0,0,2,BRA,0,1,0,,132,0,N
87964,42,4,18,26,0,3,2,0,0,2,IND,0,1,0,,72.76,0,N
82025,305,10,40,1,1,1,2,0,0,2,PRT,1,1,0,,100,0,Y
74417,297,8,33,10,1,1,2,0,0,2,PRT,1,1,0,,62,0,Y
98065,296,9,39,21,0,4,2,0,0,2,ITA,0,1,0,,117,1,N
98824,6,10,41,4,0,1,2,0,0,2,NLD,0,1,0,,140,0,N
99786,252,10,42,15,2,1,2,0,0,2,DEU,0,1,1,,106.3,0,N
75459,334,9,38,16,0,2,2,0,0,2,PRT,1,1,0,,62,0,Y
64602,52,3,11,13,1,1,1,0,0,1,PRT,0,1,0,,80,0,Y
65355,73,4,13,1,2,1,2,0,0,2,GBR,0,1,0,,117,1,Y
70840,233,6,25,23,1,2,2,0,0,2,PRT,0,1,0,,105,0,Y
107416,91,3,10,9,1,3,2,0,0,2,BEL,0,1,0,,79.2,0,N
93235,91,7,29,16,2,1,2,0,0,2,NLD,0,4,0,,127.8,2,N
56306,40,9,36,3,1,1,2,0,0,2,PRT,0,1,0,,96,0,Y
93438,13,7,30,19,0,3,2,1,0,3,ESP,0,1,0,,208.83,3,N
79366,11,10,44,30,1,2,2,0,0,2,PRT,1,1,0,,113.33,1,Y
105670,25,2,6,9,2,3,2,0,0,2,CHE,0,1,0,,91.8,2,N
55218,112,8,33,8,1,2,3,1,0,4,PRT,0,5,0,,176.7,3,Y
59062,290,10,43,20,2,3,2,0,0,2,CHE,0,1,3,,90.95,0,N
115080,240,6,25,24,2,5,2,0,0,2,DEU,0,1,0,,89,1,N
51617,123,5,22,22,2,4,2,0,0,2,FRA,0,4,0,,114.75,1,Y
109384,0,4,15,10,1,0,1,0,0,1,FRA,0,1,0,,112,1,N
63022,566,1,4,26,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
74999,140,7,28,7,0,4,2,0,0,2,PRT,1,1,0,,76.5,2,Y
116575,256,7,29,21,0,1,2,1,0,3,DEU,0,1,0,,125.1,2,N
89414,29,5,21,19,0,2,2,0,0,2,PRT,0,4,0,,111.5,1,N
58715,61,10,42,14,2,5,2,0,0,2,FRA,0,4,2,,132.3,0,Y
114981,78,6,26,28,0,2,2,0,0,2,DEU,0,1,0,,89.1,0,N
70996,146,6,26,27,0,1,3,0,0,3,ESP,0,1,0,,117,0,Y
101458,3,11,46,9,0,4,2,2,0,4,FRA,0,6,0,,246.25,1,N
97272,3,9,38,12,1,2,1,0,0,1,FRA,0,4,0,174,110,0,N
85443,41,3,12,13,2,1,2,0,0,2,POL,0,1,0,193,85.67,0,N
77337,256,9,38,14,1,2,2,0,0,2,SWE,0,1,0,,76.67,0,N
53514,351,6,26,23,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
97999,55,9,39,22,0,1,2,0,0,2,GBR,0,4,0,,137.7,0,N
67723,407,5,18,6,2,1,2,0,0,2,PRT,0,1,0,,90,0,Y
106116,5,2,7,17,2,2,2,0,0,2,GBR,0,1,0,,79.48,2,N
86592,73,4,15,3,2,1,2,1,0,3,GBR,0,1,2,,94,1,N
65746,31,4,14,7,1,2,2,0,0,2,BRA,0,1,0,,120,0,Y
42903,18,9,37,11,2,2,2,0,0,2,PRT,0,1,1,,116.75,1,Y
69102,247,5,21,25,0,3,2,0,0,2,DEU,0,4,0,,138.6,1,Y
108723,238,3,13,28,0,4,2,0,0,2,DEU,0,4,0,,97.75,1,N
115477,140,7,27,3,1,2,2,0,0,2,FRA,0,4,1,,111.6,0,N
57388,12,9,40,25,2,0,2,0,0,2,USA,0,1,0,,149,0,Y
67579,39,5,18,5,0,1,3,0,0,3,CHN,0,4,0,,197.1,0,Y
48407,251,3,13,22,0,3,2,0,0,2,PRT,0,1,0,,125,0,Y
100808,68,10,45,30,2,1,2,0,0,2,ITA,0,1,0,,96.6,1,N
56761,208,9,38,12,5,12,3,0,0,3,BRA,0,4,2,,150.45,0,Y
54492,155,7,30,17,2,5,2,0,0,2,FRA,0,1,6,,101.88,1,Y
98417,3,1,2,12,0,2,1,0,0,1,PRT,0,1,1,,75,1,N
117975,179,8,32,8,0,5,3,0,0,3,PRT,0,4,0,,171.66,1,N
91961,67,6,27,26,2,0,3,0,0,3,FIN,0,4,0,,132.3,2,N
76345,271,7,29,15,0,2,3,0,0,3,PRT,0,1,1,,84,0,N
78365,3,10,41,8,0,1,2,0,0,2,PRT,0,1,0,40,65,0,Y
75571,257,7,27,1,0,2,2,0,0,2,PRT,0,1,0,,101.5,0,N
110635,150,4,17,26,0,4,2,0,0,2,NOR,0,1,0,,99,1,N
60051,117,11,45,4,2,5,2,0,0,2,IRL,0,1,0,,126,1,Y
81295,0,12,50,7,1,0,2,0,0,2,PRT,0,1,0,,0,0,N
99745,83,10,42,13,1,3,1,0,0,1,GBR,0,5,0,,152.78,0,N
95745,110,8,35,22,1,1,3,0,0,3,FRA,0,1,1,,153.4,0,N
62329,14,1,2,8,2,3,2,0,0,2,TUR,0,1,0,,82.88,2,Y
47936,6,3,11,10,0,2,1,0,0,1,COL,0,1,0,,93,0,Y
88250,109,4,18,30,2,1,2,0,0,2,GBR,0,1,0,,77.03,1,N
85273,14,3,11,10,0,2,2,0,0,2,FRA,0,1,0,,70,0,N
47836,63,3,10,5,2,1,2,0,0,2,PRT,0,1,0,,80.3,0,N
95236,220,8,34,15,1,1,2,0,0,2,DEU,0,1,1,,99,1,N
104797,1,1,3,20,0,2,2,1,0,3,PRT,0,1,0,,128,2,N
94524,153,7,31,30,2,5,2,0,0,2,FRA,0,4,0,,83.85,1,N
111058,41,5,18,2,0,4,2,2,0,4,NLD,0,6,0,,259,0,N
99681,377,10,42,14,0,2,2,0,0,2,DEU,0,1,0,,115,1,N
72746,164,8,31,4,2,7,2,0,1,3,PRT,0,1,0,,67.15,2,Y
113678,175,6,23,9,0,2,2,0,0,2,PRT,0,1,0,,65,0,N
60950,68,11,49,27,2,1,2,1,0,3,ESP,0,1,0,,109.8,0,Y
110731,156,4,17,28,1,2,3,0,0,3,IRL,0,4,0,,166.5,0,N
79202,25,11,45,4,0,4,2,0,0,2,PRT,1,4,0,,99.45,1,Y
96917,59,9,37,6,0,4,2,0,0,2,IRL,0,4,0,,126.9,0,N
40668,1,8,32,5,0,2,2,,0,2,PRT,0,2,0,,12,1,Y
79909,0,11,45,2,1,4,2,0,0,2,FRA,0,1,0,,107,1,N
75496,341,9,39,23,0,2,2,0,0,2,PRT,1,1,0,,62,0,Y
87445,52,4,17,18,1,1,2,0,0,2,PRT,0,1,0,,85.5,0,N
115657,180,7,27,2,2,5,2,0,0,2,GBR,0,1,0,,89.1,0,N
95545,88,8,34,16,0,4,0,0,0,0,PRT,0,4,5,,32.85,2,N
41161,8,8,33,13,2,5,2,,0,2,PRT,0,2,0,,76.5,1,Y
68976,208,5,21,24,0,2,2,0,0,2,PRT,0,1,0,,12,0,Y
114831,93,6,25,22,2,3,2,0,0,2,DEU,0,1,0,,85,0,N
70919,21,6,26,25,1,0,2,0,0,2,BRA,0,1,0,,160,0,Y
72616,102,8,31,1,0,3,2,0,0,2,ESP,0,1,0,,112.5,0,Y
78500,7,10,41,8,0,3,1,0,0,1,PRT,0,1,0,,65.45,0,N
76764,395,3,13,21,1,2,2,0,0,2,PRT,1,1,0,,62.8,0,Y
59447,199,10,44,28,0,2,2,0,0,2,PRT,0,1,0,,95,0,Y
48337,42,3,13,21,1,2,2,0,0,2,PRT,0,1,0,,63,0,Y
118541,180,8,33,16,2,4,2,0,0,2,GBR,0,1,0,,71.1,0,N
107758,16,3,11,15,0,3,1,0,0,1,PRT,0,4,0,,71.67,2,N
45042,102,10,42,16,0,2,2,0,0,2,DEU,0,1,0,,109,0,N
97775,27,9,39,20,0,1,2,0,0,2,POL,0,1,0,,95,0,N
94349,0,8,32,2,0,1,3,0,0,3,BRA,0,1,0,,174,0,N
89908,28,5,22,28,0,1,2,0,0,2,KOR,0,4,0,,156,0,N
113541,7,6,23,7,0,2,1,0,0,1,PRT,0,4,0,153,121.83,0,N
102756,7,12,50,4,2,0,2,0,0,2,DZA,0,1,0,,104,2,N
83687,59,2,6,6,2,2,2,0,0,2,AUT,0,1,0,,62,0,N
71270,251,6,26,30,2,2,2,1,0,3,BRA,0,1,0,,127.58,2,Y
103846,20,1,1,1,1,0,2,0,0,2,PRT,0,1,0,,65,0,N
104942,21,1,4,22,2,2,1,0,0,1,ESP,0,1,0,,67.58,1,N
55517,39,8,34,15,1,1,2,1,0,3,BRA,0,1,0,,152.1,3,Y
96390,54,9,36,1,0,1,3,0,0,3,GBR,0,4,0,,142.2,2,N
47958,27,3,11,10,2,5,2,0,0,2,ITA,0,1,0,,77.2,2,Y
41589,10,8,34,18,0,3,2,0,0,2,FRA,0,1,0,,81,2,N
98332,112,9,40,26,1,1,2,0,0,2,PRT,0,1,0,,139.8,0,N
59445,464,10,44,28,0,2,2,0,0,2,PRT,0,1,0,,65,0,Y
118210,113,8,33,13,2,2,2,0,0,2,KOR,0,1,0,,125,1,N
82341,94,3,10,4,0,2,2,0,0,2,PRT,1,1,0,,80,0,Y
78547,282,10,41,10,2,1,1,0,0,1,SWE,0,1,0,,0,0,N
74589,353,10,41,5,1,1,2,0,0,2,PRT,1,1,0,,62,0,Y
62341,45,1,2,9,5,14,2,0,0,2,BRA,0,4,0,,96.9,0,Y
68887,26,5,21,22,1,1,2,0,0,2,PRT,0,1,0,,128,0,Y
109398,173,4,14,7,2,2,3,0,0,3,DNK,0,4,0,,149.4,0,N
72573,174,7,31,31,1,3,3,0,0,3,ESP,0,4,2,,184.5,0,Y
83000,32,1,2,8,1,2,2,0,0,2,PRT,0,1,0,,58,1,N
91808,192,6,26,24,0,2,1,0,0,1,SRB,0,1,1,,95,0,N
76450,379,10,44,31,1,1,2,0,0,2,PRT,1,1,0,,62,0,Y
56664,198,9,37,9,1,2,2,0,0,2,PRT,0,1,0,,90,0,Y
117602,161,8,31,4,1,2,2,0,0,2,GBR,0,1,0,,135.33,1,N
76975,342,9,39,24,2,4,2,0,0,2,PRT,1,1,0,,170,0,Y
95413,210,8,34,15,1,3,2,0,0,2,PRT,0,1,0,,90.95,1,N
110526,102,4,17,24,1,3,2,0,0,2,IRL,0,1,0,424,100,0,N
44868,36,10,42,13,0,3,1,0,0,1,PRT,0,1,0,,91,0,N
52256,330,6,23,2,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
103690,107,12,53,27,0,3,3,0,0,3,ITA,0,4,1,,207.67,0,N
73687,68,8,35,31,0,2,2,0,0,2,USA,0,1,0,,129,1,Y
49992,168,4,17,22,1,2,2,0,0,2,PRT,0,1,0,,85,0,Y
87222,48,4,16,15,0,1,1,0,0,1,PRT,0,4,0,,127.8,0,N
101294,33,11,46,7,1,2,1,0,0,1,CHE,0,1,0,,197,2,N
61018,42,11,49,29,0,3,1,0,0,1,PRT,0,1,0,348,90,0,Y
51537,50,5,21,21,0,1,2,0,0,2,PRT,0,1,0,,126.9,0,Y
60648,15,11,47,17,2,4,2,0,0,2,RUS,0,1,0,,92.5,0,Y
64683,37,3,11,15,0,2,2,0,0,2,PRT,0,1,0,,110,0,Y
115045,19,6,26,29,0,2,1,0,0,1,PRT,0,1,0,,120,1,N
106320,48,2,8,22,0,2,1,0,0,1,ESP,0,1,0,,65,1,N
99246,12,10,42,10,1,0,2,0,0,2,PRT,0,1,0,,130,0,N
78072,282,10,41,10,2,1,2,0,0,2,PRT,1,1,0,,96,0,Y
100565,32,10,44,25,0,5,2,0,0,2,FRA,0,1,0,,85,1,N
110881,144,4,17,27,2,4,2,0,0,2,NLD,0,4,0,,124.5,0,N
73007,251,8,32,12,2,1,2,0,0,2,USA,0,1,0,,112.5,2,Y
43205,15,9,38,16,0,2,2,0,0,2,USA,0,4,0,,115,2,N
90174,48,5,23,30,1,3,2,0,0,2,DEU,0,1,0,,85.5,0,N
56500,426,9,37,8,0,2,2,0,0,2,PRT,0,1,0,,62,0,Y
101962,98,11,47,18,1,2,2,0,0,2,ESP,0,1,0,,124.2,1,N
49916,270,4,17,20,0,4,2,0,0,2,ISL,0,1,1,,80,0,N
102847,7,12,50,6,0,1,3,0,0,3,PRT,0,1,0,,18,1,N
65162,42,3,12,25,2,6,2,0,0,2,BRA,0,4,0,,109.95,0,Y
116009,3,7,28,12,0,2,2,0,0,2,IRL,0,4,0,,86.35,0,N
100821,68,10,45,30,2,1,2,0,0,2,FRA,0,1,0,,96.6,2,N
85237,0,3,13,21,1,0,2,0,0,2,PRT,0,5,0,174,135,0,N
49558,17,4,16,14,2,4,2,1,0,3,BEL,0,1,0,,132,3,Y
91415,55,6,25,17,2,2,1,0,0,1,NLD,0,4,0,,133.65,1,N
45227,50,10,43,24,1,1,2,0,0,2,PRT,0,1,0,,75,0,Y
78126,10,10,41,4,1,0,2,0,0,2,BRA,0,1,0,,87.78,1,N
100054,87,10,44,23,2,1,3,0,0,3,NLD,0,4,0,,141.9,0,N
